session_id,user_id,session_date,page_views,session_duration_sec,bounced,device,channel
S000115,U0027,2023-07-08,10,1712,0,mobile,paid_search
S000116,U0027,2023-02-26,3,681,0,mobile,paid_search
S000117,U0027,2023-11-01,9,1247,0,mobile,paid_search
S000118,U0028,2023-06-14,7,1192,0,tablet,referral
S000119,U0028,2023-06-24,8,754,0,tablet,referral
S000120,U0028,2023-12-20,15,1697,0,tablet,referral
S000121,U0029,2023-08-03,7,1608,0,mobile,social_media
S000122,U0029,2023-04-12,12,615,0,mobile,social_media
S000123,U0030,2023-12-20,1,1292,0,desktop,organic_search
S000124,U0030,2023-12-29,12,736,0,desktop,organic_search
S000125,U0031,2023-11-08,8,375,0,tablet,referral
S000126,U0032,2023-11-16,7,379,0,mobile,email
S000127,U0032,2023-12-21,14,271,0,mobile,email
S000128,U0032,2023-11-03,4,654,0,mobile,email
S000129,U0032,2023-10-26,5,754,0,mobile,email
S000130,U0032,2023-11-04,6,48,0,mobile,email
S000131,U0032,2023-09-24,9,1083,0,mobile,email
S000132,U0032,2023-10-03,13,1374,0,mobile,email
S000133,U0033,2023-12-21,13,581,0,mobile,organic_search
S000134,U0033,2023-12-15,3,316,0,mobile,organic_search
S000135,U0033,2023-11-29,2,418,0,mobile,organic_search
S000136,U0034,2023-06-10,11,437,0,desktop,paid_search
S000137,U0035,2023-11-09,13,1595,0,mobile,direct
S000138,U0035,2023-10-15,3,734,0,mobile,direct
S000139,U0035,2023-11-23,8,622,0,mobile,direct
S000140,U0036,2023-07-04,5,1600,0,tablet,direct
S000141,U0036,2023-07-03,11,1710,0,tablet,direct
S000142,U0036,2023-11-11,10,401,0,tablet,direct
S000143,U0037,2023-08-04,2,300,0,desktop,organic_search
S000144,U0037,2023-09-24,1,1292,0,desktop,organic_search
S000145,U0037,2023-09-12,7,1105,0,desktop,organic_search
S000146,U0038,2023-07-15,2,581,0,mobile,organic_search
S000147,U0039,2023-10-05,1,136,0,desktop,email
S000148,U0039,2023-11-15,6,653,0,desktop,email
S000149,U0039,2023-12-26,9,1607,0,desktop,email
S000150,U0040,2023-12-23,9,1268,0,mobile,organic_search
S000151,U0040,2023-10-25,11,1550,0,mobile,organic_search
S000152,U0040,2023-11-16,12,1001,0,mobile,organic_search
S000153,U0040,2023-10-14,3,422,0,mobile,organic_search
S000154,U0040,2023-12-19,6,779,0,mobile,organic_search
S000155,U0040,2023-12-12,13,74,0,mobile,organic_search
S000156,U0041,2023-05-12,10,154,0,mobile,direct
S000157,U0041,2023-07-12,8,1567,0,mobile,direct
S000158,U0041,2023-04-23,15,1649,0,mobile,direct
S000159,U0041,2023-07-03,15,598,0,mobile,direct
S000160,U0041,2023-05-15,11,539,0,mobile,direct
S000161,U0042,2023-08-31,2,1474,0,mobile,paid_search
S000162,U0042,2023-06-11,14,758,0,mobile,paid_search
S000163,U0042,2023-10-24,11,1623,0,mobile,paid_search
S000164,U0042,2023-09-30,4,694,0,mobile,paid_search
S000165,U0042,2023-07-16,15,1011,0,mobile,paid_search
S000166,U0042,2023-07-27,10,1034,0,mobile,paid_search
S000167,U0043,2023-09-30,3,177,0,desktop,paid_search
S000168,U0043,2023-10-04,12,1108,0,desktop,paid_search
S000169,U0043,2023-11-09,7,72,0,desktop,paid_search
S000170,U0043,2023-12-13,15,119,0,desktop,paid_search
S000171,U0044,2023-03-25,11,1258,0,desktop,social_media
S000172,U0044,2023-03-06,9,1537,0,desktop,social_media
S000173,U0044,2023-04-04,5,709,0,desktop,social_media
S000174,U0044,2023-03-15,1,1719,0,desktop,social_media
S000175,U0044,2023-03-04,9,1743,0,desktop,social_media
S000176,U0045,2023-08-05,11,617,0,desktop,social_media
S000177,U0045,2023-04-04,8,377,0,desktop,social_media
S000178,U0045,2023-08-07,2,1290,0,desktop,social_media
S000179,U0046,2023-11-22,3,394,0,desktop,direct
S000180,U0047,2023-12-29,11,1437,0,desktop,organic_search
S000181,U0047,2023-10-09,13,1486,0,desktop,organic_search
S000182,U0047,2023-09-25,13,1373,0,desktop,organic_search
S000183,U0048,2023-10-28,2,1213,0,desktop,social_media
S000184,U0048,2023-11-29,8,898,0,desktop,social_media
S000185,U0048,2023-12-08,7,1155,0,desktop,social_media
S000186,U0048,2023-11-18,7,201,0,desktop,social_media
S000187,U0048,2023-12-19,3,255,0,desktop,social_media
S000188,U0048,2023-11-06,5,972,0,desktop,social_media
S000189,U0048,2023-12-12,4,461,0,desktop,social_media
S000190,U0048,2023-11-04,12,1471,0,desktop,social_media
S000191,U0049,2023-10-31,1,1466,0,desktop,organic_search
S000192,U0049,2023-09-06,1,330,0,desktop,organic_search
S000193,U0049,2023-09-01,12,1110,0,desktop,organic_search
S000194,U0049,2023-07-31,5,257,0,desktop,organic_search
S000195,U0049,2023-08-05,10,1568,0,desktop,organic_search
S000196,U0049,2023-11-13,11,960,0,desktop,organic_search
S000197,U0049,2023-12-08,7,286,0,desktop,organic_search
S000198,U0050,2023-12-02,8,671,0,tablet,paid_search
S000199,U0050,2023-10-29,1,520,0,tablet,paid_search
S000200,U0051,2023-12-07,9,443,0,desktop,referral
S000201,U0051,2023-12-02,6,220,0,desktop,referral
S000202,U0051,2023-12-17,4,674,0,desktop,referral
S000203,U0051,2023-12-24,9,236,0,desktop,referral
S000204,U0051,2023-12-15,2,1311,0,desktop,referral
S000205,U0052,2023-12-23,3,1057,0,desktop,email
S000206,U0052,2023-10-11,1,1489,0,desktop,email
S000207,U0052,2023-11-15,11,1048,0,desktop,email
S000208,U0053,2023-12-04,2,961,0,desktop,paid_search
S000209,U0053,2023-10-11,3,1485,0,desktop,paid_search
S000210,U0054,2023-10-21,15,317,0,desktop,direct
S000211,U0054,2023-08-09,14,617,0,desktop,direct
S000212,U0054,2023-10-14,6,795,0,desktop,direct
S000213,U0054,2023-07-14,15,1427,0,desktop,direct
S000214,U0054,2023-05-22,12,1649,0,desktop,direct
S000215,U0054,2023-07-21,7,354,0,desktop,direct
S000216,U0054,2023-10-19,9,1705,0,desktop,direct
S000217,U0054,2023-06-28,7,703,0,desktop,direct
S000218,U0055,2023-12-08,2,600,0,mobile,organic_search
S000219,U0055,2023-11-18,10,94,0,mobile,organic_search
S000220,U0055,2023-10-11,13,1430,0,mobile,organic_search
S000221,U0055,2023-10-19,5,1488,0,mobile,organic_search
S000222,U0056,2023-06-09,3,436,0,tablet,referral
S000223,U0056,2023-03-31,12,924,0,tablet,referral
S000224,U0056,2023-11-09,4,189,0,tablet,referral
S000225,U0056,2023-06-19,1,338,0,tablet,referral
S000226,U0056,2023-08-04,5,1096,0,tablet,referral
S000227,U0056,2023-01-26,4,1557,0,tablet,referral
S000228,U0057,2023-10-06,4,742,0,mobile,paid_search
S000229,U0057,2023-04-03,6,1696,0,mobile,paid_search
S000230,U0057,2023-05-29,12,1052,0,mobile,paid_search
S000231,U0058,2023-03-30,15,390,0,desktop,organic_search
S000232,U0058,2023-08-14,5,1760,0,desktop,organic_search
S000233,U0058,2023-12-12,15,872,0,desktop,organic_search
S000234,U0058,2023-12-16,15,1145,0,desktop,organic_search
S000235,U0058,2023-02-16,11,623,0,desktop,organic_search
S000236,U0058,2023-03-30,4,1783,0,desktop,organic_search
S000237,U0059,2023-11-30,1,797,0,mobile,organic_search
S000238,U0059,2023-10-27,5,1747,0,mobile,organic_search
S000239,U0059,2023-08-24,1,344,0,mobile,organic_search
S000240,U0059,2023-10-21,9,831,0,mobile,organic_search
S000241,U0059,2023-09-03,13,1213,0,mobile,organic_search
S000242,U0059,2023-12-31,3,925,0,mobile,organic_search
S000243,U0059,2023-09-22,9,272,0,mobile,organic_search
S000244,U0060,2023-10-15,10,1479,0,mobile,social_media
S000245,U0060,2023-11-26,3,520,0,mobile,social_media
S000246,U0060,2023-11-14,11,135,0,mobile,social_media
S000247,U0061,2023-05-20,8,1250,0,mobile,referral
S000248,U0061,2023-06-07,2,188,0,mobile,referral
S000249,U0062,2023-09-23,2,1026,0,mobile,organic_search
S000250,U0063,2023-11-06,1,395,0,tablet,organic_search
S000251,U0063,2023-12-16,10,1149,0,tablet,organic_search
S000252,U0063,2023-10-31,15,279,0,tablet,organic_search
S000253,U0064,2023-07-25,14,777,0,desktop,organic_search
S000254,U0064,2023-06-09,5,590,0,desktop,organic_search
S000255,U0064,2023-12-15,7,1079,0,desktop,organic_search
S000256,U0065,2023-11-03,2,1225,0,tablet,organic_search
S000257,U0065,2023-11-11,10,1560,0,tablet,organic_search
S000258,U0065,2023-12-18,6,795,0,tablet,organic_search
S000259,U0065,2023-12-27,14,1351,0,tablet,organic_search
S000260,U0065,2023-09-19,11,791,0,tablet,organic_search
S000261,U0066,2023-12-07,13,688,0,desktop,organic_search
S000262,U0066,2023-11-14,9,475,0,desktop,organic_search
S000263,U0066,2023-12-27,13,1791,0,desktop,organic_search
S000264,U0066,2023-11-18,7,274,0,desktop,organic_search
S000265,U0066,2023-11-25,4,1210,0,desktop,organic_search
S000266,U0066,2023-12-07,1,975,0,desktop,organic_search
S000267,U0066,2023-11-22,11,63,0,desktop,organic_search
S000268,U0066,2023-12-17,5,592,0,desktop,organic_search
S000269,U0067,2023-12-06,5,1456,0,tablet,paid_search
S000270,U0068,2023-06-17,4,127,0,desktop,organic_search
S000271,U0068,2023-12-03,12,922,0,desktop,organic_search
S000272,U0069,2023-12-28,15,1130,0,tablet,paid_search
S000273,U0069,2023-07-01,1,653,0,tablet,paid_search
S000274,U0069,2023-12-27,7,582,0,tablet,paid_search
S000275,U0069,2023-09-16,11,945,0,tablet,paid_search
S000276,U0069,2023-08-24,13,1526,0,tablet,paid_search
S000277,U0069,2023-08-04,11,1355,0,tablet,paid_search
S000278,U0070,2023-04-11,8,244,0,tablet,paid_search
S000279,U0070,2023-08-25,11,345,0,tablet,paid_search
S000280,U0070,2023-11-18,9,445,0,tablet,paid_search
S000281,U0070,2023-10-27,11,239,0,tablet,paid_search
S000282,U0070,2023-03-02,4,63,0,tablet,paid_search
S000283,U0070,2023-05-20,2,1157,0,tablet,paid_search
S000284,U0070,2023-03-23,7,1058,0,tablet,paid_search
S000285,U0071,2023-05-17,5,417,0,mobile,paid_search
S000286,U0071,2023-09-16,2,1425,0,mobile,paid_search
S000287,U0071,2023-05-30,2,138,0,mobile,paid_search
S000288,U0071,2023-06-28,4,1300,0,mobile,paid_search
S000289,U0071,2023-08-03,11,619,0,mobile,paid_search
S000290,U0071,2023-07-13,14,1438,0,mobile,paid_search
S000291,U0071,2023-07-27,15,962,0,mobile,paid_search
S000292,U0072,2023-09-21,1,393,0,tablet,direct
S000293,U0072,2023-11-27,6,1000,0,tablet,direct
S000294,U0072,2023-08-25,9,1060,0,tablet,direct
S000295,U0072,2023-07-23,5,1676,0,tablet,direct
S000296,U0072,2023-09-29,8,57,0,tablet,direct
S000297,U0072,2023-11-27,8,260,0,tablet,direct
S000298,U0072,2023-09-27,8,93,0,tablet,direct
S000299,U0073,2023-09-22,4,1554,0,mobile,paid_search
S000300,U0073,2023-10-01,11,251,0,mobile,paid_search
S000301,U0073,2023-06-19,5,1420,0,mobile,paid_search
S000302,U0073,2023-08-10,5,420,0,mobile,paid_search
S000303,U0073,2023-09-13,14,1284,0,mobile,paid_search
S000304,U0073,2023-09-15,5,255,0,mobile,paid_search
S000305,U0073,2023-06-05,8,1424,0,mobile,paid_search
S000306,U0074,2023-12-10,8,620,0,mobile,paid_search
S000307,U0074,2023-12-27,10,282,0,mobile,paid_search
S000308,U0074,2023-12-22,14,31,0,mobile,paid_search
S000309,U0075,2023-04-08,12,584,0,desktop,direct
S000310,U0075,2023-04-05,5,478,0,desktop,direct
S000311,U0075,2023-06-30,13,1419,0,desktop,direct
S000312,U0076,2023-12-09,7,1420,0,desktop,email
S000313,U0076,2023-06-06,5,654,0,desktop,email
S000314,U0076,2023-10-18,9,405,0,desktop,email
S000315,U0077,2023-12-13,6,905,0,desktop,social_media
S000316,U0077,2023-05-01,13,892,0,desktop,social_media
S000317,U0077,2023-09-19,13,526,0,desktop,social_media
S000318,U0077,2023-05-15,13,1760,0,desktop,social_media
S000319,U0077,2023-12-09,14,141,0,desktop,social_media
S000320,U0077,2023-06-11,6,1247,0,desktop,social_media
S000321,U0078,2023-12-23,1,278,0,desktop,paid_search
S000322,U0078,2023-09-19,3,487,0,desktop,paid_search
S000323,U0078,2023-10-22,12,441,0,desktop,paid_search
S000324,U0078,2023-06-15,9,228,0,desktop,paid_search
S000325,U0078,2023-09-06,7,143,0,desktop,paid_search
S000326,U0078,2023-07-02,14,511,0,desktop,paid_search
S000327,U0079,2023-04-24,9,1548,0,desktop,organic_search
S000328,U0079,2023-06-16,7,820,0,desktop,organic_search
S000329,U0079,2023-11-20,5,99,0,desktop,organic_search
S000330,U0079,2023-09-18,5,48,0,desktop,organic_search
S000331,U0080,2023-06-29,15,1476,0,desktop,organic_search
S000332,U0080,2023-03-14,5,1637,0,desktop,organic_search
S000333,U0080,2023-08-31,10,1379,0,desktop,organic_search
S000334,U0080,2023-09-18,13,1379,0,desktop,organic_search
S000335,U0081,2023-04-27,1,90,0,mobile,email
S000336,U0081,2023-09-05,13,504,0,mobile,email
S000337,U0081,2023-04-25,1,1283,0,mobile,email
S000338,U0081,2023-04-08,15,386,0,mobile,email
S000339,U0081,2023-07-04,4,547,0,mobile,email
S000340,U0081,2023-12-19,13,1647,0,mobile,email
S000341,U0081,2023-05-12,4,98,0,mobile,email
S000342,U0082,2023-10-22,9,1800,0,tablet,organic_search
S000343,U0082,2023-11-29,9,1046,0,tablet,organic_search
S000344,U0082,2023-09-04,9,751,0,tablet,organic_search
S000345,U0082,2023-08-17,7,1310,0,tablet,organic_search
S000346,U0082,2023-01-31,10,1137,0,tablet,organic_search
S000347,U0082,2023-07-23,12,762,0,tablet,organic_search
S000348,U0082,2023-02-12,9,1208,0,tablet,organic_search
S000349,U0083,2023-10-08,10,146,0,mobile,paid_search
S000350,U0083,2023-04-17,3,448,0,mobile,paid_search
S000351,U0083,2023-04-05,6,174,0,mobile,paid_search
S000352,U0083,2023-05-23,5,1511,0,mobile,paid_search
S000353,U0083,2023-09-13,7,1008,0,mobile,paid_search
S000354,U0084,2023-12-15,10,1791,0,desktop,paid_search
S000355,U0084,2023-09-26,12,286,0,desktop,paid_search
S000356,U0084,2023-09-21,6,426,0,desktop,paid_search
S000357,U0084,2023-12-16,10,123,0,desktop,paid_search
S000358,U0085,2023-02-19,3,928,0,desktop,direct
S000359,U0085,2023-12-22,15,530,0,desktop,direct
S000360,U0086,2023-11-02,12,1535,0,mobile,paid_search
S000361,U0086,2023-12-01,5,1368,0,mobile,paid_search
S000362,U0086,2023-08-04,12,1138,0,mobile,paid_search
S000363,U0086,2023-07-15,2,446,0,mobile,paid_search
S000364,U0087,2023-11-21,6,1514,0,tablet,email
S000365,U0087,2023-12-28,8,1361,0,tablet,email
S000366,U0087,2023-12-03,14,203,0,tablet,email
S000367,U0087,2023-12-08,8,68,0,tablet,email
S000368,U0088,2023-08-28,1,1139,0,mobile,referral
S000369,U0089,2023-01-27,6,1516,0,tablet,organic_search
S000370,U0089,2023-12-26,5,1788,0,tablet,organic_search
S000371,U0089,2023-03-21,15,61,0,tablet,organic_search
S000372,U0089,2023-06-13,6,1199,0,tablet,organic_search
S000373,U0090,2023-08-30,5,1194,0,tablet,email
S000374,U0091,2023-10-27,14,1169,0,mobile,organic_search
S000375,U0091,2023-07-26,15,1279,0,mobile,organic_search
S000376,U0091,2023-06-23,14,1295,0,mobile,organic_search
S000377,U0091,2023-08-06,1,1163,0,mobile,organic_search
S000378,U0091,2023-10-02,12,121,0,mobile,organic_search
S000379,U0091,2023-08-20,14,1714,0,mobile,organic_search
S000380,U0091,2023-08-10,7,1365,0,mobile,organic_search
S000381,U0091,2023-10-15,1,247,0,mobile,organic_search
S000382,U0092,2023-08-03,13,1359,0,desktop,direct
S000383,U0092,2023-05-14,10,1061,0,desktop,direct
S000384,U0092,2023-10-15,9,933,0,desktop,direct
S000385,U0093,2023-10-22,8,674,0,mobile,organic_search
S000386,U0093,2023-11-22,9,1065,0,mobile,organic_search
S000387,U0093,2023-10-21,8,1640,0,mobile,organic_search
S000388,U0093,2023-09-28,10,563,0,mobile,organic_search
S000389,U0093,2023-09-30,10,1042,0,mobile,organic_search
S000390,U0093,2023-12-22,12,236,0,mobile,organic_search
S000391,U0094,2023-10-18,3,179,0,desktop,organic_search
S000392,U0095,2023-09-09,6,291,0,desktop,referral
S000393,U0095,2023-07-27,10,1276,0,desktop,referral
S000394,U0095,2023-09-02,11,951,0,desktop,referral
S000395,U0095,2023-12-03,15,1709,0,desktop,referral
S000396,U0095,2023-08-18,6,928,0,desktop,referral
S000397,U0095,2023-06-28,13,228,0,desktop,referral
S000398,U0095,2023-03-01,10,1090,0,desktop,referral
S000399,U0096,2023-09-15,7,1093,0,mobile,social_media
S000400,U0097,2023-05-09,15,376,0,tablet,organic_search
S000401,U0097,2023-03-28,2,453,0,tablet,organic_search
S000402,U0097,2023-04-24,1,1030,0,tablet,organic_search
S000403,U0097,2023-11-03,7,1529,0,tablet,organic_search
S000404,U0097,2023-03-17,8,915,0,tablet,organic_search
S000405,U0097,2023-12-23,2,754,0,tablet,organic_search
S000406,U0097,2023-07-01,3,1068,0,tablet,organic_search
S000407,U0097,2023-02-21,12,1438,0,tablet,organic_search
S000408,U0098,2023-12-17,9,1383,0,mobile,organic_search
S000409,U0098,2023-07-22,8,340,0,mobile,organic_search
S000410,U0098,2023-12-21,12,1564,0,mobile,organic_search
S000411,U0098,2023-09-18,9,1281,0,mobile,organic_search
S000412,U0099,2023-11-18,10,510,0,tablet,paid_search
S000413,U0099,2023-11-28,8,1033,0,tablet,paid_search
S000414,U0099,2023-08-12,11,900,0,tablet,paid_search
S000415,U0099,2023-08-30,11,262,0,tablet,paid_search
S000416,U0099,2023-10-13,10,873,0,tablet,paid_search
S000417,U0099,2023-09-18,13,935,0,tablet,paid_search
S000418,U0099,2023-09-04,11,1706,0,tablet,paid_search
S000419,U0100,2023-11-13,9,452,0,desktop,organic_search
S000420,U0100,2023-11-03,13,1473,0,desktop,organic_search
S000421,U0100,2023-11-17,3,1746,0,desktop,organic_search
S000422,U0100,2023-11-23,1,103,0,desktop,organic_search
S000423,U0101,2023-09-29,3,609,0,mobile,direct
S000424,U0101,2023-09-28,5,1565,0,mobile,direct
S000425,U0101,2023-10-10,14,1546,0,mobile,direct
S000426,U0101,2023-11-16,1,60,0,mobile,direct
S000427,U0101,2023-11-02,13,692,0,mobile,direct
S000428,U0101,2023-12-06,8,801,0,mobile,direct
S000429,U0101,2023-12-22,9,1067,0,mobile,direct
S000430,U0101,2023-11-13,6,1592,0,mobile,direct
S000431,U0102,2023-06-05,11,666,0,desktop,paid_search
S000432,U0102,2023-05-23,3,855,0,desktop,paid_search
S000433,U0102,2023-06-27,1,688,0,desktop,paid_search
S000434,U0102,2023-09-18,11,512,0,desktop,paid_search
S000435,U0102,2023-05-22,15,245,0,desktop,paid_search
S000436,U0102,2023-07-05,4,926,0,desktop,paid_search
S000437,U0102,2023-12-20,3,1312,0,desktop,paid_search
S000438,U0102,2023-08-27,9,690,0,desktop,paid_search
S000439,U0103,2023-10-29,10,544,0,mobile,social_media
S000440,U0103,2023-12-20,14,307,0,mobile,social_media
S000441,U0103,2023-10-18,1,680,0,mobile,social_media
S000442,U0103,2023-06-20,5,1466,0,mobile,social_media
S000443,U0103,2023-11-03,8,707,0,mobile,social_media
S000444,U0103,2023-11-18,3,166,0,mobile,social_media
S000445,U0104,2023-10-30,12,656,0,mobile,paid_search
S000446,U0104,2023-11-14,11,444,0,mobile,paid_search
S000447,U0104,2023-08-13,3,568,0,mobile,paid_search
S000448,U0104,2023-11-07,11,999,0,mobile,paid_search
S000449,U0104,2023-06-26,15,1675,0,mobile,paid_search
S000450,U0104,2023-09-19,11,996,0,mobile,paid_search
S000451,U0104,2023-12-18,7,1476,0,mobile,paid_search
S000452,U0105,2023-07-13,11,1737,0,desktop,social_media
S000453,U0105,2023-12-19,5,1433,0,desktop,social_media
S000454,U0105,2023-11-14,6,394,0,desktop,social_media
S000455,U0105,2023-12-15,11,738,0,desktop,social_media
S000456,U0106,2023-07-15,10,665,0,tablet,social_media
S000457,U0106,2023-07-17,10,589,0,tablet,social_media
S000458,U0106,2023-10-23,1,1454,0,tablet,social_media
S000459,U0106,2023-11-11,10,1324,0,tablet,social_media
S000460,U0107,2023-06-13,6,89,0,mobile,paid_search
S000461,U0107,2023-08-23,2,1786,0,mobile,paid_search
S000462,U0108,2023-10-22,9,59,0,mobile,paid_search
S000463,U0108,2023-05-30,3,938,0,mobile,paid_search
S000464,U0108,2023-11-13,3,1331,0,mobile,paid_search
S000465,U0109,2023-11-07,15,978,0,mobile,paid_search
S000466,U0109,2023-09-19,12,206,0,mobile,paid_search
S000467,U0110,2023-06-22,13,51,0,desktop,social_media
S000468,U0111,2023-12-03,14,1424,0,mobile,organic_search
