user_id,registration_date,channel,device,country
U0158,2023-05-05,email,mobile,Switzerland
U0159,2023-06-22,organic_search,tablet,Germany
U0160,2023-04-19,paid_search,desktop,Germany
U0161,2023-11-02,social_media,desktop,Germany
U0162,2023-04-08,organic_search,mobile,Germany
U0163,2023-05-04,social_media,mobile,Germany
U0164,2023-01-09,organic_search,desktop,Switzerland
U0165,2023-06-06,social_media,desktop,Austria
U0166,2023-06-26,paid_search,mobile,Germany
U0167,2023-08-21,organic_search,desktop,Germany
U0168,2023-04-09,organic_search,mobile,France
U0169,2023-04-05,organic_search,mobile,Germany
U0170,2023-10-29,referral,mobile,Germany
U0171,2023-02-21,email,desktop,Germany
U0172,2023-06-04,organic_search,mobile,Germany
U0173,2023-01-28,social_media,mobile,Germany
U0174,2023-09-09,organic_search,desktop,Germany
U0175,2023-09-03,paid_search,desktop,Germany
U0176,2023-09-02,organic_search,desktop,Germany
U0177,2023-10-23,social_media,desktop,Germany
U0178,2023-10-16,direct,desktop,Germany
U0179,2023-10-13,email,mobile,Switzerland
U0180,2023-04-26,email,desktop,Netherlands
U0181,2023-06-02,direct,tablet,Germany
U0182,2023-11-14,organic_search,tablet,Germany
U0183,2023-04-17,social_media,desktop,Germany
U0184,2023-05-03,organic_search,desktop,Germany
U0185,2023-08-19,social_media,mobile,Germany
U0186,2023-05-28,social_media,mobile,Germany
U0187,2023-04-30,direct,mobile,Austria
U0188,2023-04-12,paid_search,mobile,Austria
U0189,2023-05-17,email,desktop,Germany
U0190,2023-06-07,social_media,mobile,France
U0191,2023-08-13,organic_search,mobile,Switzerland
U0192,2023-05-20,paid_search,mobile,Germany
U0193,2023-01-21,direct,mobile,Austria
U0194,2023-01-14,organic_search,tablet,Netherlands
U0195,2023-10-22,social_media,desktop,Switzerland
U0196,2023-05-18,social_media,mobile,Germany
U0197,2023-09-23,social_media,tablet,Germany
U0198,2023-10-27,paid_search,mobile,France
U0199,2023-08-29,organic_search,desktop,Switzerland
U0200,2023-03-24,organic_search,mobile,Germany
U0201,2023-07-25,email,mobile,Germany
U0202,2023-06-11,organic_search,desktop,Switzerland
U0203,2023-09-21,email,desktop,Netherlands
U0204,2023-08-25,paid_search,desktop,Germany
U0205,2023-09-13,social_media,mobile,Germany
U0206,2023-10-09,organic_search,desktop,Netherlands
U0207,2023-09-06,organic_search,tablet,Austria
U0208,2023-05-03,social_media,desktop,Germany
U0209,2023-07-28,organic_search,tablet,Netherlands
U0210,2023-08-25,direct,mobile,Germany
U0211,2023-05-30,paid_search,desktop,Netherlands
U0212,2023-08-30,organic_search,mobile,Germany
U0213,2023-11-03,paid_search,tablet,Netherlands
U0214,2023-05-22,email,tablet,Germany
U0215,2023-09-17,organic_search,desktop,Switzerland
U0216,2023-10-28,social_media,mobile,Netherlands
U0217,2023-08-17,paid_search,desktop,Austria
U0218,2023-10-06,paid_search,tablet,Netherlands
U0219,2023-05-03,social_media,desktop,Switzerland
U0220,2023-01-23,organic_search,mobile,Netherlands
U0221,2023-07-15,paid_search,mobile,Netherlands
U0222,2023-03-19,paid_search,desktop,Austria
U0223,2023-10-30,organic_search,desktop,Netherlands
U0224,2023-02-21,paid_search,mobile,Switzerland
U0225,2023-07-29,direct,tablet,Germany
U0226,2023-05-16,organic_search,mobile,Austria
U0227,2023-06-18,direct,tablet,Germany
U0228,2023-06-12,social_media,tablet,Germany
U0229,2023-10-05,organic_search,desktop,Austria
U0230,2023-05-28,referral,mobile,Germany
U0231,2023-02-20,email,mobile,Germany
U0232,2023-03-27,social_media,tablet,Germany
U0233,2023-01-29,organic_search,desktop,Germany
U0234,2023-09-29,paid_search,mobile,Germany
U0235,2023-03-31,organic_search,tablet,Austria
U0236,2023-05-04,paid_search,mobile,Germany
U0237,2023-11-23,organic_search,desktop,Germany
U0238,2023-08-27,direct,mobile,Germany
U0239,2023-08-15,direct,tablet,Germany
U0240,2023-08-06,social_media,mobile,Germany
U0241,2023-07-16,direct,desktop,Germany
U0242,2023-07-03,social_media,tablet,Germany
U0243,2023-07-22,organic_search,mobile,Switzerland
U0244,2023-01-26,direct,mobile,Netherlands
U0245,2023-05-27,email,desktop,Netherlands
U0246,2023-04-23,social_media,mobile,Switzerland
U0247,2023-03-12,social_media,tablet,Austria
U0248,2023-06-08,email,desktop,Germany
U0249,2023-03-09,organic_search,desktop,Switzerland
U0250,2023-03-31,organic_search,mobile,Netherlands
U0251,2023-07-07,paid_search,tablet,Netherlands
U0252,2023-05-12,direct,tablet,France
U0253,2023-06-01,email,desktop,Germany
U0254,2023-02-08,organic_search,tablet,Netherlands
U0255,2023-07-23,referral,mobile,Germany
U0256,2023-07-22,organic_search,mobile,Germany
U0257,2023-05-15,social_media,mobile,France
U0258,2023-02-25,social_media,mobile,Austria
U0259,2023-10-15,organic_search,mobile,Austria
U0260,2023-11-22,email,tablet,Germany
U0261,2023-07-29,organic_search,desktop,Germany
U0262,2023-09-10,organic_search,desktop,Austria
U0263,2023-07-18,paid_search,mobile,Switzerland
U0264,2023-10-04,paid_search,mobile,Germany
U0265,2023-08-01,social_media,mobile,Austria
U0266,2023-05-24,organic_search,desktop,Germany
U0267,2023-05-01,direct,desktop,Switzerland
U0268,2023-10-06,direct,mobile,Germany
U0269,2023-05-22,organic_search,desktop,Netherlands
U0270,2023-08-21,organic_search,desktop,Austria
U0271,2023-01-11,organic_search,desktop,France
U0272,2023-10-17,organic_search,mobile,Austria
U0273,2023-10-28,organic_search,tablet,Germany
U0274,2023-03-17,email,mobile,Germany
U0275,2023-03-16,referral,mobile,Switzerland
U0276,2023-02-26,social_media,desktop,Germany
U0277,2023-05-02,social_media,desktop,Germany
U0278,2023-03-06,email,mobile,Switzerland
U0279,2023-09-01,paid_search,desktop,Austria
U0280,2023-08-20,paid_search,tablet,Germany
U0281,2023-09-24,organic_search,mobile,Germany
U0282,2023-09-03,email,desktop,Germany
U0283,2023-08-16,organic_search,desktop,Austria
U0284,2023-02-03,organic_search,mobile,Austria
U0285,2023-06-16,paid_search,mobile,Germany
U0286,2023-09-16,social_media,desktop,Switzerland
U0287,2023-11-30,direct,mobile,Netherlands
U0288,2023-08-09,paid_search,desktop,Germany
U0289,2023-08-21,paid_search,mobile,Germany
U0290,2023-06-10,social_media,desktop,Germany
U0291,2023-08-31,organic_search,mobile,Germany
U0292,2023-02-19,email,desktop,Germany
U0293,2023-01-31,social_media,mobile,Germany
U0294,2023-03-04,paid_search,tablet,France
U0295,2023-08-05,direct,mobile,France
U0296,2023-11-04,organic_search,desktop,Austria
U0297,2023-03-21,social_media,desktop,Germany
U0298,2023-10-12,paid_search,mobile,Austria
U0299,2023-08-08,email,tablet,Netherlands
U0300,2023-11-11,social_media,mobile,Austria
U0301,2023-05-17,organic_search,desktop,Switzerland
U0302,2023-06-23,paid_search,desktop,Germany
U0303,2023-07-25,organic_search,mobile,France
U0304,2023-02-16,email,desktop,Germany
U0305,2023-06-24,organic_search,desktop,Germany
U0306,2023-10-18,social_media,tablet,Germany
U0307,2023-11-13,organic_search,desktop,Germany
U0308,2023-08-06,paid_search,desktop,Germany
U0309,2023-09-20,organic_search,desktop,Germany
U0310,2023-10-31,paid_search,mobile,Germany
U0311,2023-07-22,referral,desktop,Germany
U0312,2023-04-19,email,mobile,Germany
U0313,2023-03-03,organic_search,mobile,Germany
U0314,2023-07-14,paid_search,desktop,Austria
U0315,2023-07-01,organic_search,tablet,Germany
U0316,2023-01-10,paid_search,desktop,Germany
U0317,2023-08-08,social_media,mobile,Germany
U0318,2023-02-28,paid_search,tablet,Germany
U0319,2023-11-13,paid_search,mobile,Germany
U0320,2023-08-12,email,desktop,Austria
U0321,2023-09-26,organic_search,tablet,Switzerland
U0322,2023-04-24,organic_search,desktop,Austria
U0323,2023-02-28,paid_search,desktop,Switzerland
U0324,2023-06-29,social_media,mobile,Netherlands
U0325,2023-05-01,organic_search,desktop,Germany
U0326,2023-03-20,email,mobile,Germany
U0327,2023-11-18,paid_search,mobile,Switzerland
U0328,2023-08-18,social_media,tablet,Austria
U0329,2023-11-16,organic_search,tablet,Germany
U0330,2023-08-14,organic_search,desktop,Germany
U0331,2023-05-21,social_media,desktop,Germany
U0332,2023-08-25,paid_search,desktop,Netherlands
U0333,2023-02-09,social_media,tablet,Germany
U0334,2023-11-01,paid_search,mobile,Austria
U0335,2023-01-22,paid_search,mobile,Switzerland
U0336,2023-06-14,social_media,mobile,France
U0337,2023-08-19,organic_search,tablet,Germany
U0338,2023-02-13,paid_search,desktop,Germany
U0339,2023-08-13,referral,mobile,Austria
U0340,2023-07-06,paid_search,desktop,Germany
U0341,2023-06-23,social_media,desktop,Austria
U0342,2023-06-21,organic_search,desktop,Switzerland
U0343,2023-05-26,organic_search,tablet,France
U0344,2023-11-05,direct,desktop,Austria
U0345,2023-03-14,direct,desktop,Switzerland
U0346,2023-07-20,organic_search,mobile,Germany
U0347,2023-10-14,paid_search,mobile,Netherlands
U0348,2023-09-27,organic_search,mobile,Austria
U0349,2023-01-10,paid_search,desktop,Germany
U0350,2023-09-06,organic_search,tablet,Germany
U0351,2023-06-01,email,desktop,Switzerland
U0352,2023-09-27,organic_search,desktop,Switzerland
U0353,2023-03-09,social_media,desktop,Germany
U0354,2023-11-16,email,desktop,Germany
U0355,2023-07-30,paid_search,mobile,France
U0356,2023-11-09,organic_search,mobile,Germany
U0357,2023-10-01,organic_search,tablet,Switzerland
U0358,2023-04-10,paid_search,tablet,France
U0359,2023-08-25,email,mobile,Austria
U0360,2023-08-03,referral,mobile,Netherlands
U0361,2023-03-12,direct,desktop,Germany
U0362,2023-07-10,social_media,desktop,Netherlands
U0363,2023-03-05,organic_search,mobile,Germany
U0364,2023-09-20,organic_search,desktop,France
U0365,2023-04-24,email,tablet,France
U0366,2023-08-01,organic_search,mobile,Germany
U0367,2023-02-11,paid_search,desktop,France
U0368,2023-11-29,organic_search,desktop,Germany
U0369,2023-08-30,social_media,desktop,Switzerland
U0370,2023-08-18,social_media,tablet,Germany
U0371,2023-04-21,email,mobile,Switzerland
U0372,2023-09-28,paid_search,mobile,Germany
U0373,2023-03-04,organic_search,desktop,Switzerland
U0374,2023-08-23,organic_search,mobile,Germany
U0375,2023-10-02,organic_search,mobile,Germany
U0376,2023-03-15,organic_search,desktop,Germany
U0377,2023-10-20,paid_search,mobile,Germany
U0378,2023-07-04,organic_search,mobile,Austria
U0379,2023-09-17,social_media,desktop,Germany
U0380,2023-11-22,paid_search,desktop,Switzerland
U0381,2023-07-02,email,desktop,Switzerland
U0382,2023-11-18,organic_search,mobile,Switzerland
U0383,2023-03-10,organic_search,mobile,Netherlands
U0384,2023-03-31,email,mobile,France
U0385,2023-09-03,social_media,mobile,Germany
U0386,2023-08-23,organic_search,desktop,Switzerland
U0387,2023-01-22,organic_search,desktop,Germany
U0388,2023-10-06,paid_search,desktop,Austria
U0389,2023-05-27,paid_search,mobile,Netherlands
U0390,2023-06-19,organic_search,mobile,Germany
U0391,2023-07-24,email,tablet,Germany
U0392,2023-04-06,paid_search,mobile,France
U0393,2023-09-23,organic_search,desktop,Germany
U0394,2023-08-09,social_media,mobile,Austria
U0395,2023-06-14,organic_search,desktop,Germany
U0396,2023-08-17,social_media,desktop,Switzerland
U0397,2023-06-29,paid_search,mobile,Netherlands
U0398,2023-11-11,referral,desktop,France
U0399,2023-01-30,organic_search,mobile,Germany
U0400,2023-03-23,referral,desktop,Austria
U0401,2023-08-13,organic_search,desktop,Switzerland
U0402,2023-07-07,paid_search,tablet,Germany
U0403,2023-03-20,social_media,tablet,Germany
U0404,2023-02-09,social_media,mobile,Germany
U0405,2023-11-29,organic_search,tablet,Germany
U0406,2023-04-06,paid_search,desktop,Austria
U0407,2023-05-15,email,mobile,Germany
U0408,2023-11-10,organic_search,tablet,Germany
U0409,2023-03-04,organic_search,desktop,Germany
U0410,2023-08-16,referral,mobile,France
U0411,2023-06-13,social_media,mobile,Austria
U0412,2023-05-29,direct,tablet,Switzerland
U0413,2023-11-23,organic_search,desktop,Germany
U0414,2023-04-13,email,desktop,Germany
U0415,2023-07-04,social_media,desktop,Netherlands
U0416,2023-10-10,organic_search,tablet,Germany
U0417,2023-07-23,referral,mobile,Austria
U0418,2023-07-29,email,desktop,France
U0419,2023-11-25,organic_search,mobile,Austria
U0420,2023-03-07,direct,mobile,Austria
U0421,2023-04-04,email,desktop,Austria
U0422,2023-01-29,email,mobile,Germany
U0423,2023-03-24,organic_search,mobile,Germany
U0424,2023-09-23,direct,mobile,Germany
U0425,2023-11-22,referral,desktop,Austria
U0426,2023-11-11,paid_search,mobile,Germany
U0427,2023-10-25,organic_search,mobile,Switzerland
U0428,2023-11-06,organic_search,tablet,Germany
U0429,2023-01-15,organic_search,tablet,Switzerland
U0430,2023-05-16,social_media,mobile,Germany
U0431,2023-11-24,organic_search,tablet,Austria
U0432,2023-11-25,referral,mobile,Netherlands
U0433,2023-07-27,organic_search,desktop,Germany
U0434,2023-08-14,paid_search,mobile,Germany
U0435,2023-03-15,organic_search,mobile,Switzerland
U0436,2023-06-26,referral,desktop,Germany
U0437,2023-10-15,organic_search,desktop,Germany
U0438,2023-08-19,organic_search,desktop,Germany
U0439,2023-07-16,direct,desktop,France
U0440,2023-03-23,email,tablet,Switzerland
U0441,2023-04-08,email,mobile,Austria
U0442,2023-09-13,direct,mobile,Germany
U0443,2023-07-21,paid_search,tablet,Germany
U0444,2023-06-30,organic_search,desktop,Austria
U0445,2023-12-01,social_media,desktop,Germany
U0446,2023-02-25,paid_search,tablet,Switzerland
U0447,2023-07-26,paid_search,desktop,Austria
U0448,2023-04-10,paid_search,desktop,Germany
U0449,2023-08-19,email,desktop,France
U0450,2023-11-09,organic_search,tablet,Germany
U0451,2023-06-23,social_media,desktop,Germany
U0452,2023-11-05,paid_search,mobile,Germany
U0453,2023-03-12,social_media,mobile,Austria
U0454,2023-03-18,social_media,mobile,Germany
U0455,2023-11-10,organic_search,desktop,Austria
U0456,2023-06-03,social_media,mobile,Austria
U0457,2023-09-08,social_media,desktop,Netherlands
U0458,2023-07-08,organic_search,desktop,Germany
U0459,2023-06-07,email,mobile,Switzerland
U0460,2023-01-14,social_media,desktop,Switzerland
U0461,2023-10-24,social_media,mobile,Austria
U0462,2023-03-29,paid_search,mobile,Switzerland
U0463,2023-07-14,organic_search,mobile,Germany
U0464,2023-02-26,organic_search,desktop,Germany
U0465,2023-07-31,social_media,desktop,Switzerland
U0466,2023-08-30,direct,mobile,Germany
U0467,2023-03-12,paid_search,mobile,France
U0468,2023-09-02,paid_search,desktop,Germany
U0469,2023-09-30,organic_search,desktop,Switzerland
U0470,2023-11-26,email,desktop,Germany
U0471,2023-05-07,organic_search,desktop,France
U0472,2023-06-02,email,mobile,Switzerland
U0473,2023-09-08,organic_search,desktop,France
U0474,2023-05-21,organic_search,mobile,Austria
U0475,2023-07-22,email,tablet,Netherlands
U0476,2023-05-29,organic_search,tablet,Germany
U0477,2023-08-15,social_media,mobile,Germany
U0478,2023-10-03,organic_search,mobile,Germany
U0479,2023-02-25,social_media,mobile,Germany
U0480,2023-09-29,organic_search,desktop,Germany
U0481,2023-06-19,social_media,desktop,Switzerland
U0482,2023-01-03,referral,tablet,Germany
U0483,2023-12-01,direct,tablet,Germany
U0484,2023-04-13,email,desktop,Germany
U0485,2023-01-31,direct,desktop,Austria
U0486,2023-10-01,email,tablet,Germany
U0487,2023-03-31,paid_search,mobile,France
U0488,2023-01-19,referral,desktop,Germany
U0489,2023-05-29,direct,desktop,Austria
U0490,2023-02-24,direct,desktop,Germany
U0491,2023-11-25,paid_search,mobile,France
U0492,2023-09-16,paid_search,desktop,Germany
U0493,2023-03-25,email,mobile,Switzerland
U0494,2023-01-08,email,mobile,Austria
U0495,2023-04-09,organic_search,tablet,Netherlands
U0496,2023-08-07,paid_search,desktop,Switzerland
U0497,2023-04-05,referral,mobile,France
U0498,2023-01-04,organic_search,desktop,Switzerland
U0499,2023-06-18,organic_search,mobile,Germany
U0500,2023-12-01,paid_search,desktop,Switzerland
U0501,2023-08-27,organic_search,desktop,Austria
U0502,2023-06-09,social_media,mobile,France
U0503,2023-07-08,social_media,desktop,Germany
U0504,2023-03-20,paid_search,tablet,Germany
U0505,2023-10-09,direct,mobile,Netherlands
U0506,2023-04-22,email,mobile,Austria
U0507,2023-02-11,paid_search,mobile,Germany
U0508,2023-10-16,organic_search,mobile,Netherlands
U0509,2023-04-14,social_media,desktop,Germany
U0510,2023-09-24,paid_search,mobile,Switzerland
U0511,2023-09-08,organic_search,mobile,Netherlands
U0512,2023-08-21,organic_search,desktop,Austria
U0513,2023-10-14,paid_search,mobile,Switzerland
U0514,2023-07-22,organic_search,desktop,Germany
U0515,2023-02-07,organic_search,desktop,Germany
U0516,2023-01-31,direct,desktop,France
U0517,2023-01-17,organic_search,desktop,Germany
U0518,2023-11-25,referral,mobile,Germany
U0519,2023-07-15,paid_search,tablet,Germany
U0520,2023-02-11,social_media,mobile,Austria
U0521,2023-12-01,direct,desktop,France
U0522,2023-07-21,paid_search,mobile,Germany
U0523,2023-01-02,email,tablet,Germany
U0524,2023-10-06,paid_search,desktop,Germany
U0525,2023-08-24,organic_search,desktop,France
U0526,2023-02-27,organic_search,mobile,Austria
U0527,2023-01-09,organic_search,desktop,Austria
U0528,2023-08-17,social_media,mobile,Germany
U0529,2023-01-23,paid_search,desktop,Germany
U0530,2023-01-29,organic_search,tablet,Germany
U0531,2023-10-22,organic_search,mobile,Switzerland
U0532,2023-06-14,organic_search,tablet,France
U0533,2023-09-24,organic_search,desktop,Germany
U0534,2023-10-30,direct,tablet,Austria
U0535,2023-08-07,social_media,desktop,Germany
U0536,2023-11-26,social_media,mobile,Germany
U0537,2023-08-02,paid_search,desktop,Germany
U0538,2023-10-03,paid_search,mobile,Germany
U0539,2023-03-15,email,tablet,Austria
U0540,2023-08-02,social_media,desktop,Germany
U0541,2023-04-15,organic_search,desktop,Germany
U0542,2023-07-09,organic_search,mobile,Germany
U0543,2023-05-18,paid_search,mobile,Germany
U0544,2023-02-07,organic_search,mobile,Switzerland
U0545,2023-10-14,organic_search,desktop,Netherlands
U0546,2023-06-05,referral,desktop,France
U0547,2023-03-02,email,mobile,Netherlands
U0548,2023-11-06,social_media,desktop,Germany
U0549,2023-06-14,email,desktop,Austria
U0550,2023-07-03,organic_search,desktop,Netherlands
U0551,2023-08-27,organic_search,tablet,Germany
U0552,2023-06-13,direct,desktop,Germany
U0553,2023-10-16,direct,mobile,Germany
U0554,2023-10-11,direct,mobile,Germany
U0555,2023-03-20,organic_search,desktop,Austria
U0556,2023-05-06,paid_search,mobile,Switzerland
U0557,2023-05-12,email,mobile,Switzerland
U0558,2023-09-09,paid_search,mobile,Germany
U0559,2023-03-13,social_media,mobile,Netherlands
U0560,2023-10-05,referral,tablet,Austria
U0561,2023-02-08,direct,mobile,Switzerland
U0562,2023-07-31,organic_search,mobile,Germany
U0563,2023-03-19,organic_search,mobile,Germany
U0564,2023-11-13,social_media,tablet,Netherlands
U0565,2023-09-07,organic_search,mobile,Germany
U0566,2023-01-09,paid_search,desktop,France
U0567,2023-01-09,paid_search,mobile,Germany
U0568,2023-04-02,organic_search,desktop,Germany
U0569,2023-04-09,social_media,desktop,Germany
U0570,2023-07-23,organic_search,tablet,Germany
U0571,2023-05-05,referral,desktop,Switzerland
U0572,2023-02-11,social_media,tablet,Switzerland
U0573,2023-02-17,paid_search,desktop,Germany
U0574,2023-11-23,organic_search,desktop,Germany
U0575,2023-08-11,social_media,desktop,France
U0576,2023-02-18,direct,tablet,Germany
U0577,2023-10-18,paid_search,desktop,Germany
U0578,2023-05-24,direct,mobile,Germany
U0579,2023-06-11,organic_search,desktop,Germany
U0580,2023-07-23,direct,desktop,Austria
U0581,2023-10-18,email,desktop,Netherlands
U0582,2023-06-19,paid_search,mobile,Switzerland
U0583,2023-02-10,paid_search,tablet,Germany
U0584,2023-08-12,organic_search,desktop,Austria
U0585,2023-11-11,referral,desktop,Switzerland
U0586,2023-01-16,social_media,mobile,Germany
U0587,2023-04-27,paid_search,tablet,Germany
U0588,2023-10-27,social_media,desktop,Austria
U0589,2023-05-07,social_media,desktop,Germany
U0590,2023-11-21,organic_search,desktop,Germany
U0591,2023-02-16,organic_search,desktop,Germany
U0592,2023-05-19,organic_search,desktop,Germany
